sep=;
ACCELEROMETER X (m/sÂ²);ACCELEROMETER Y (m/sÂ²);ACCELEROMETER Z (m/sÂ²);GRAVITY X (m/sÂ²);GRAVITY Y (m/sÂ²);GRAVITY Z (m/sÂ²);LINEAR ACCELERATION X (m/sÂ²);LINEAR ACCELERATION Y (m/sÂ²);LINEAR ACCELERATION Z (m/sÂ²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (Î¼T);MAGNETIC FIELD Y (Î¼T);MAGNETIC FIELD Z (Î¼T);ORIENTATION Z (azimuth Â°);ORIENTATION X (pitch Â°);ORIENTATION Y (roll Â°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (Â°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.3922;-10.2848;-7.7833;-1.3486;-6.5482;-7.179;-3.174;4.504;-0.1009;0.5007;1.3011;-0.2451;0.001;7.65;60.02;24.29;7.0;41.87;169.36;0.0;1000.16;55.64;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;157007;2018-03-09 12:06:17:699
0.3212;-8.8233;-4.9019;-1.1686;-8.2203;-5.2246;-1.3321;-0.572;-0.1574;-0.0415;-0.1552;0.3209;0.001;9.39;60.42;15.25;14.66;54.22;175.95;0.0;999.92;53.708;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;157506;2018-03-09 12:06:18:198
-6.188;-14.3309;-6.8455;-1.1677;-8.1519;-5.331;1.8121;-4.4411;1.8934;0.0474;-0.846;-2.7612;0.001;14.5;55.82;19.06;14.12;54.75;149.31;0.0;999.89;56.73;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;158006;2018-03-09 12:06:18:698
0.0486;-10.9033;-5.4737;2.1208;-9.2743;-2.3927;8.2349;-0.128;-8.1783;0.4863;1.4756;-0.4402;0.001;-11.73;61.39;-1.49;335.1;65.02;-155.75;0.0;999.46;55.541;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;158507;2018-03-09 12:06:19:199
3.4115;-11.8876;-2.4738;-0.1769;-9.8055;-0.2394;-0.2465;2.0898;5.4179;-3.2359;-0.1375;0.0841;0.001;3.89;54.85;-9.74;319.81;74.73;-0.73;0.0;999.66;55.08;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;159007;2018-03-09 12:06:19:699
-1.1563;-9.6653;-3.8012;0.5345;-9.5403;-2.2209;1.6247;0.7801;3.032;1.969;1.1382;0.3271;0.001;-3.3;59.16;18.31;161.91;76.53;-166.47;0.0;999.65;60.964;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;159508;2018-03-09 12:06:20:200
-1.5969;-10.5753;-2.4571;-0.4181;-9.0802;-3.6893;-1.3348;-3.6965;-4.5836;-3.5489;-0.1623;0.9592;0.001;15.26;48.9;39.32;130.07;81.43;-158.23;0.0;999.75;58.572;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;160007;2018-03-09 12:06:20:699
0.7126;-10.7459;-7.1993;-0.0164;-9.6125;-1.9585;-1.029;0.5661;-5.2931;-0.375;0.4853;0.1162;0.001;25.93;66.13;31.14;124.08;78.48;179.52;0.0;999.76;59.649;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;160506;2018-03-09 12:06:21:198
2.6909;-14.2111;1.297;0.9463;-9.6339;-1.5899;-1.0568;0.9653;2.7431;-0.9672;-0.472;0.0404;0.001;6.0;69.73;5.46;32.74;79.13;-149.24;0.0;999.75;59.215;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;161006;2018-03-09 12:06:21:698
-1.3934;-13.9544;-2.5602;0.143;-9.7371;-1.1854;-1.236;4.2083;2.3658;0.7589;-1.34;-0.7619;0.001;-3.91;54.28;-3.15;334.44;83.01;-173.12;0.0;999.78;60.749;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;161507;2018-03-09 12:06:22:199
2.7978;-4.7047;-4.3165;-0.1915;-9.7699;-0.8657;-2.1845;-1.1913;-4.0995;2.7745;0.2568;0.2923;0.001;6.88;48.85;2.93;4.35;59.69;-175.58;0.0;999.69;55.477;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;162007;2018-03-09 12:06:22:699
-2.5405;-4.1903;-1.1773;0.2868;-9.1723;-3.4675;-0.7887;0.8628;0.7653;3.3382;-0.1158;0.7354;0.001;20.91;56.52;-6.69;30.42;51.5;-171.39;0.0;999.84;60.354;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;162507;2018-03-09 12:06:23:199
2.813;-8.3861;0.2266;4.044;-8.8558;-1.2072;1.6481;-0.4121;-1.433;-2.2114;2.3701;0.7758;0.001;14.78;52.44;47.16;64.8;64.52;-106.62;0.0;999.81;59.53;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;163006;2018-03-09 12:06:23:698
8.1085;-2.917;-5.1464;6.5307;-6.6118;-3.1415;-1.7169;-6.1611;2.6321;-1.1103;1.478;1.4631;0.001;-30.79;14.17;55.95;129.34;52.36;-124.22;0.0;1000.09;66.225;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;163506;2018-03-09 12:06:24:198
17.1091;-9.9822;5.1716;7.7936;-5.9488;0.3269;4.4592;12.0638;-8.5694;-0.6084;-0.8954;-5.3634;0.001;-39.53;30.35;30.6;94.81;64.05;-59.81;2.0;999.58;54.417;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;164006;2018-03-09 12:06:24:698
1.8353;2.7337;6.3686;4.7978;2.4571;8.1964;2.8519;0.196;1.6899;-1.0727;1.0684;0.8109;95.203;-17.28;-1.06;-18.13;63.27;-21.45;-39.85;2.0;999.85;50.15;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;164508;2018-03-09 12:06:25:200
5.5205;-0.1093;-2.8235;6.322;5.1319;5.4711;4.0881;7.5983;12.1676;-2.2356;-0.3888;-1.1412;95.203;-33.84;-10.23;0.9;85.04;-31.28;-46.86;2.0;999.92;53.047;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;165007;2018-03-09 12:06:25:699
9.974;8.4863;19.1613;4.6001;5.7681;6.4656;6.0663;-0.7463;-4.8785;2.8112;1.3603;1.0251;95.203;-14.43;-15.22;-25.36;337.41;-25.62;-35.71;2.0;999.97;47.682;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;165506;2018-03-09 12:06:26:198
-1.3228;6.1044;8.31;2.5017;4.4499;8.3771;4.7924;-1.2622;0.8054;-0.2143;-0.5212;-1.7371;38.259;-2.26;-9.0;-37.55;314.35;-26.98;-16.63;2.0;999.95;53.011;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;166006;2018-03-09 12:06:26:698
4.7399;10.5347;12.5602;2.4649;7.6849;5.5769;-2.1157;2.38;3.2691;0.3751;-0.0711;0.8288;38.259;2.57;-23.67;-19.44;248.67;-47.96;-13.49;2.0;999.95;45.231;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;166506;2018-03-09 12:06:27:198
1.8223;5.1517;7.1051;2.9915;3.9261;8.4778;3.4755;3.635;5.1118;-0.6833;0.4709;-1.275;24.023;-5.86;8.17;-38.58;331.67;-25.77;-27.18;2.0;999.91;52.154;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;167006;2018-03-09 12:06:27:698
4.2379;-0.2486;-1.8174;5.0521;8.2206;1.7704;1.0991;9.109;3.581;3.0869;-1.0898;1.6599;30.252;-21.17;-16.45;-5.35;13.52;-56.93;-70.69;2.0;999.88;47.631;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;167506;2018-03-09 12:06:28:198
4.4987;7.0052;6.769;7.7539;5.5942;2.1952;7.6573;-0.0526;-2.6026;-0.6055;-1.7726;-0.0818;30.252;-33.28;-2.06;-14.46;346.48;-34.77;-74.19;2.0;999.88;52.597;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;168006;2018-03-09 12:06:28:698
2.0151;-3.3549;-2.7892;3.8931;8.4142;3.2065;5.5535;14.6884;5.3536;1.1488;0.8209;0.2192;21.354;-6.51;-20.47;0.28;144.25;-52.39;-48.32;2.0;999.84;51.177;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;168506;2018-03-09 12:06:29:198
14.3487;5.0701;4.3516;9.7127;1.3015;0.4537;-6.1731;-5.2852;-1.8912;-0.7511;0.5015;3.8447;31.141;-39.24;-3.52;8.31;83.29;-7.62;-87.33;2.0;999.86;46.418;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;169006;2018-03-09 12:06:29:698
10.2988;-1.6073;0.6901;7.4061;-6.417;0.4567;-2.6088;-4.9605;2.2052;1.1196;0.1568;2.0229;4.449;-36.73;48.21;27.35;65.63;40.85;-86.47;0.0;999.9;45.454;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;169506;2018-03-09 12:06:30:198
4.4795;-2.0419;-4.7974;6.9883;-2.447;-6.4353;-0.3997;-1.5481;-0.9739;1.834;-0.8774;-1.5013;4.449;-15.32;45.57;41.25;48.37;19.39;-125.08;0.0;1000.26;50.971;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;170007;2018-03-09 12:06:30:699
4.7255;-7.8393;-0.9516;5.126;-8.3608;0.2408;-0.4693;-1.9373;2.9192;2.4093;-0.5633;0.7917;0.001;-6.87;63.24;17.52;25.4;48.49;-103.03;0.0;999.74;52.497;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;170507;2018-03-09 12:06:31:199
8.4484;-11.4376;-1.881;3.8618;-8.8981;-1.4652;0.15;-1.858;-2.7689;0.1129;3.1881;3.5751;0.001;-2.4;64.78;33.92;64.64;65.1;-110.78;0.0;1000.1;57.977;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;171007;2018-03-09 12:06:31:699
4.4828;-9.9933;-2.2691;4.8094;-6.6128;-5.42;5.3781;-5.3741;-3.8845;-1.4045;-2.8019;-1.8817;0.001;9.49;55.37;46.47;301.75;82.21;48.01;0.0;999.76;64.079;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;171506;2018-03-09 12:06:32:198
7.662;-6.652;-3.7495;-0.315;-9.731;1.2018;-7.5673;-5.9507;5.5828;0.3902;0.4503;1.2521;0.001;23.11;37.15;43.22;71.59;72.35;-108.88;0.0;999.77;55.191;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;172007;2018-03-09 12:06:32:699
7.9627;-21.8246;2.3378;2.916;-9.2065;-1.7245;0.8827;-4.6697;-9.2087;1.3844;4.4326;1.5836;0.001;7.78;12.24;17.09;67.18;50.62;-145.94;0.0;999.79;58.161;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;172506;2018-03-09 12:06:33:198
6.3791;-17.2618;-3.2993;5.6544;-6.8282;-4.1999;-6.4009;15.0187;5.2638;-1.6834;-3.5291;-3.8095;0.001;-0.33;23.44;9.4;76.71;77.44;-110.0;0.0;999.58;54.381;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;173006;2018-03-09 12:06:33:698
2.9321;-11.2655;-0.3322;1.6939;-9.662;0.1163;-1.6631;4.5241;0.3915;1.5626;0.6366;2.2747;0.001;10.0;32.95;-8.77;344.48;67.59;-112.52;0.0;999.82;58.417;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;173506;2018-03-09 12:06:34:198
4.0659;-9.855;-4.8934;4.3299;-5.8209;-6.6035;4.1545;-3.6714;-5.6702;-1.1109;-2.842;-0.3727;0.001;-29.33;61.0;-13.66;326.75;46.94;-126.91;0.0;999.65;60.313;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;174006;2018-03-09 12:06:34:698
1.7336;-4.2778;-4.5281;4.2139;-7.5801;-4.5849;2.0385;3.2768;-0.0072;1.9822;0.8421;0.6228;0.001;-32.79;50.93;-23.55;315.99;38.05;-148.23;0.0;1000.06;53.97;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;174507;2018-03-09 12:06:35:199
2.3162;-8.831;0.22;-0.8131;-9.6901;1.2949;-4.2444;-1.2549;0.2182;0.5823;0.263;1.6111;0.001;12.03;37.72;-38.58;162.23;81.03;32.13;0.0;999.44;51.504;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;175006;2018-03-09 12:06:35:698
-0.0132;-7.3584;0.2495;4.2126;-8.1491;-3.4759;4.8287;-3.9003;-4.7625;-0.6716;-2.4734;-2.2886;0.001;-25.13;62.07;-9.63;312.58;74.59;-131.79;0.0;999.57;54.979;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;175506;2018-03-09 12:06:36:198
1.1683;-10.6073;1.7654;3.0376;-8.8103;-3.0638;-0.719;2.3716;-0.706;0.7825;-0.1475;0.5204;0.001;-31.63;56.65;-9.16;295.51;61.41;-137.64;0.0;999.79;56.521;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;176007;2018-03-09 12:06:36:699
2.0088;-9.9263;-0.8153;1.6389;-9.6011;-1.17;-0.7494;-0.0487;-0.0673;-0.0865;1.0692;0.0824;0.001;-20.57;55.64;-15.82;278.71;78.15;-125.52;0.0;999.5;57.097;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;176507;2018-03-09 12:06:37:199
2.4867;-9.976;-1.3705;3.45;-8.9232;-2.1701;1.902;1.263;-0.3268;-1.3886;0.6611;-0.5653;0.001;-10.57;58.24;-17.62;295.96;78.54;-117.82;0.0;999.61;51.569;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;177006;2018-03-09 12:06:37:698
1.7546;-10.2128;-2.9927;3.0054;-8.8261;-3.0501;2.554;1.0525;-7.7289;-0.2064;1.1817;0.0577;0.001;3.35;63.7;-3.87;359.32;63.28;-140.25;0.0;999.87;56.765;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;177507;2018-03-09 12:06:38:199
3.0623;-11.2519;1.2704;-0.2435;-9.7949;-0.4874;-4.2858;2.9902;-0.9241;-0.515;0.391;0.398;0.001;24.71;57.54;2.34;25.7;86.59;-119.63;0.0;999.51;62.015;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;178006;2018-03-09 12:06:38:698
0.761;-9.3744;0.3585;2.8942;-8.7449;-3.3743;1.9885;0.2354;-4.5809;1.906;-3.5477;-1.0713;0.001;-13.86;69.57;-15.37;328.86;63.05;-139.38;0.0;999.5;58.486;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;178507;2018-03-09 12:06:39:199
-1.6335;-9.1192;0.4744;0.2972;-9.8014;-0.2841;-0.5181;-2.3911;-1.1205;1.4023;-2.1306;1.2502;0.001;-20.86;58.77;-26.37;292.5;74.8;-126.01;0.0;999.65;50.114;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;179007;2018-03-09 12:06:39:699
3.6202;-10.9901;-0.0364;2.6875;-9.0285;-2.7387;0.4885;1.1575;-3.4394;-0.5613;-1.8914;-2.8217;0.001;-34.62;46.43;-20.63;312.18;81.61;175.52;0.0;999.45;55.058;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;179507;2018-03-09 12:06:40:199
-2.6578;-8.0577;4.1902;2.5422;-9.4382;-0.8328;8.8601;-3.7531;-5.9007;0.8591;1.9481;1.0118;0.001;-30.27;29.31;-22.44;246.85;74.18;-108.14;0.0;999.87;54.758;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;180006;2018-03-09 12:06:40:698
-0.2059;-14.8465;0.3496;0.5186;-9.7857;-0.4546;-8.664;2.3043;3.8612;-1.9182;-1.7474;-2.1833;0.001;7.45;44.08;-34.58;135.23;78.45;45.38;0.0;999.42;48.398;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;180506;2018-03-09 12:06:41:198
13.6899;-20.0339;-9.4542;3.3546;-9.016;-1.9222;6.6455;-3.7731;-0.0117;0.0644;2.0029;0.3459;0.001;-33.98;75.7;-2.22;287.87;65.73;-124.56;0.0;999.66;54.188;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;181007;2018-03-09 12:06:41:699
5.7968;-9.5002;1.5999;-0.552;-9.7674;0.7271;-8.2439;1.8722;4.7404;-1.4685;0.1457;-1.3139;0.001;8.18;73.49;-18.86;247.33;77.78;-27.97;0.0;999.48;64.242;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;181506;2018-03-09 12:06:42:198
9.6684;-14.5876;-12.2425;2.7879;-9.0779;-2.4609;5.3995;-4.3616;-0.491;1.8345;-0.5057;1.1305;0.001;-28.04;70.55;8.39;281.68;67.72;-131.44;0.0;999.6;59.747;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;182007;2018-03-09 12:06:42:699
4.6386;-9.088;1.4037;-0.7526;-9.6521;1.5829;-5.5629;-1.2622;1.3536;0.1618;1.6538;1.562;0.001;4.73;68.22;-17.47;240.72;80.2;-49.03;0.0;999.51;55.797;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;182507;2018-03-09 12:06:43:199
-3.304;-2.2551;1.9072;3.3986;-8.6243;-3.2105;-5.2004;9.5301;4.7702;1.0746;-1.4434;-0.2964;0.001;-21.76;74.23;4.5;327.76;61.54;-133.37;0.0;999.58;55.72;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;183007;2018-03-09 12:06:43:699
2.8267;-8.5034;-0.1313;-0.0624;-9.7256;1.2822;-7.3895;-1.031;0.085;0.537;1.8387;1.5064;0.001;5.35;70.17;-9.6;302.97;80.56;-84.84;0.0;999.51;61.641;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;183508;2018-03-09 12:06:44:200
-2.3053;-3.2064;0.0541;3.2892;-8.397;-3.8612;6.7395;-6.3416;-7.8609;-0.3122;-2.4051;-1.1466;0.001;-24.59;60.08;13.82;228.03;69.67;-131.39;0.0;999.5;69.749;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;184006;2018-03-09 12:06:44:698
-0.1338;-8.5269;1.2841;-0.9692;-9.7235;0.8663;-0.766;-1.0196;-1.2064;1.0597;1.1871;1.9648;0.001;1.72;66.01;-6.09;43.55;82.39;48.21;0.0;999.56;62.09;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;184507;2018-03-09 12:06:45:199
-1.2288;-4.9128;1.6782;3.0726;-8.5953;-3.5938;6.8757;-6.4659;-5.6632;0.2509;-2.7659;-2.4832;0.001;-26.43;73.25;28.79;319.38;61.19;-139.47;0.0;999.76;61.179;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;185006;2018-03-09 12:06:45:698
1.2752;-7.9368;1.5393;0.4047;-9.7804;0.6455;-0.7324;-2.002;-0.6264;1.2903;1.2847;1.2458;0.001;-21.33;78.33;13.95;191.94;76.0;-126.38;0.0;999.66;62.514;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;185507;2018-03-09 12:06:46:199
1.7676;-8.4379;0.5819;2.9712;-8.8978;-2.87;-0.0836;-0.1915;-2.5474;-0.5545;-1.8021;-3.0914;0.001;-23.96;65.99;27.75;249.18;83.29;160.07;0.0;999.35;56.329;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;186006;2018-03-09 12:06:46:698
1.698;-8.728;0.8205;0.4286;-9.794;0.3616;-0.8489;1.2857;-3.202;1.4188;1.8381;1.368;0.001;3.81;85.9;5.29;40.84;73.05;-128.21;0.0;999.65;62.725;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;186506;2018-03-09 12:06:47:198
3.3461;-10.1433;-0.2886;2.7466;-9.0336;-2.6619;1.1063;-1.3846;-3.4162;-1.2396;-0.4797;-3.3188;0.001;-3.8;87.24;16.67;257.49;85.81;136.64;0.0;999.09;55.783;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;187007;2018-03-09 12:06:47:699
2.5197;-10.0348;0.2384;1.2216;-9.7079;-0.7074;-1.7215;0.9184;-1.1006;1.2276;1.6131;1.6509;0.001;-21.57;70.52;16.82;215.95;68.65;-140.16;0.0;1000.58;57.822;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;187506;2018-03-09 12:06:48:198
3.1071;-11.9961;-0.2724;2.1875;-9.1443;-2.7989;0.5811;4.3755;0.6114;-1.4501;0.0701;-3.3732;0.001;-24.55;58.8;20.57;296.78;82.58;128.9;0.0;999.49;59.228;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;188007;2018-03-09 12:06:48:699
-0.008;-10.8706;-0.0127;1.2518;-9.72;-0.4378;5.7188;6.5379;-7.821;1.3451;1.5836;1.8984;0.001;-17.08;50.42;12.44;223.74;70.6;-132.74;0.0;1000.6;64.102;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;188507;2018-03-09 12:06:49:199
5.431;-11.8913;-2.1214;-2.2004;-9.5486;0.468;0.7729;4.6426;0.5407;-0.8912;0.6166;-0.7723;0.001;7.99;52.63;-4.36;31.09;76.74;77.99;0.0;999.97;58.274;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;189006;2018-03-09 12:06:49:698
-1.6394;-4.7305;0.9022;2.4364;-9.0983;-2.7423;7.9037;6.1316;-3.1558;0.2729;-0.8557;-0.4904;0.001;-13.06;68.95;-10.37;326.51;68.04;-138.38;0.0;1000.29;64.627;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;189508;2018-03-09 12:06:50:200
4.4765;-13.5831;1.3978;-3.2572;-9.2222;0.7606;-9.0455;3.4531;3.0809;-0.3311;0.4827;0.3355;0.001;21.31;65.16;-25.41;97.01;70.06;76.86;0.0;999.75;60.261;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;190007;2018-03-09 12:06:50:699
5.5497;-13.8761;-6.8687;2.1577;-9.1734;-2.7255;0.6299;1.7004;3.6481;-0.5347;0.5066;-1.4648;0.001;-39.87;58.75;-1.96;277.72;65.77;-144.25;0.0;1000.32;62.308;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;190506;2018-03-09 12:06:51:198
2.5633;-12.0796;1.5275;-3.1915;-9.2313;0.9134;-8.4195;1.4114;4.2149;-0.1288;0.4434;0.6668;0.001;-7.54;55.34;-18.81;44.36;70.22;74.03;0.0;999.85;60.841;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;191007;2018-03-09 12:06:51:699
13.5985;-21.5293;-11.2803;0.994;-9.4215;-2.5462;2.5033;-2.295;2.8459;0.2256;-0.1451;0.3482;0.001;-34.7;41.07;3.84;264.01;65.09;-144.78;0.0;999.65;62.627;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;191506;2018-03-09 12:06:52:198
1.9034;-11.0206;0.9457;-3.1717;-9.2336;0.9578;-5.052;2.8615;-0.1446;0.2023;0.9693;0.7922;0.001;-5.22;37.7;-20.11;76.04;78.2;58.93;0.0;999.8;63.694;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;192007;2018-03-09 12:06:52:699
10.56;-16.4952;-11.2242;0.7348;-9.5088;-2.2976;4.2731;-10.2377;0.5536;1.1452;-1.0468;1.4101;0.001;-21.07;51.56;-4.04;299.89;65.0;-140.8;0.0;999.61;57.842;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;192507;2018-03-09 12:06:53:199
4.7458;-9.6421;0.9225;-2.6085;-9.3512;1.4098;-7.0741;2.3425;-0.3342;0.4288;1.5015;1.3149;0.001;-5.64;52.75;-8.79;32.4;72.41;61.61;0.0;999.3;63.806;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;193006;2018-03-09 12:06:53:698
-3.2822;-3.598;-3.9575;0.8868;-9.4622;-2.4325;4.6357;-5.4813;-0.6488;1.7835;-0.8845;0.595;0.001;-24.86;37.95;13.49;245.06;67.87;-151.47;0.0;999.52;57.425;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;193506;2018-03-09 12:06:54:198
1.4787;-9.4678;0.7311;-2.8938;-9.2664;1.413;-3.5841;-0.2738;1.4504;0.6842;1.6141;1.3125;0.001;-12.47;32.03;-10.06;43.37;81.28;74.39;0.0;999.52;64.108;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;194007;2018-03-09 12:06:54:699
-3.5501;-1.893;2.298;1.3007;-9.0156;-3.6418;2.7282;-4.3758;-4.7443;0.0729;-2.3883;-0.6823;0.001;-12.77;49.49;-2.4;336.75;72.23;-159.15;0.0;999.2;55.238;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;194507;2018-03-09 12:06:55:199
1.8453;-9.3608;0.6573;-1.4236;-9.6661;0.8804;-3.1913;0.3036;-0.1451;1.1877;1.495;1.2193;0.001;1.11;50.34;-13.93;87.8;80.18;58.27;0.0;999.61;57.036;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;195006;2018-03-09 12:06:55:698
-1.4962;-4.162;1.7413;1.4172;-9.0027;-3.6302;1.4988;-3.7412;-3.6569;-0.596;-3.1443;-1.7479;0.001;0.65;56.79;2.09;22.57;73.37;86.27;0.0;999.45;52.257;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;195506;2018-03-09 12:06:56:198
-2.161;-8.8431;3.7975;-0.9345;-9.7647;0.1156;-3.1919;2.4036;-1.1482;1.1042;0.9053;1.0526;0.001;7.22;58.57;-1.88;25.88;81.64;-162.6;0.0;999.75;61.25;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;196006;2018-03-09 12:06:56:698
-3.6037;-16.2838;2.0095;-1.2867;-9.6163;-1.4519;1.1688;-2.1207;-3.0224;-2.0908;-1.8754;-2.208;0.001;-3.49;58.32;13.18;289.66;78.59;138.45;0.0;999.51;50.752;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;196507;2018-03-09 12:06:57:199
-3.5083;-10.2484;2.4753;1.1289;-9.5635;-1.8711;-1.2939;3.0531;-2.0178;0.182;1.0351;-0.001;0.001;-11.8;45.76;8.39;248.06;77.13;-148.9;0.0;999.93;61.498;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;197007;2018-03-09 12:06:57:699
3.9879;-10.1716;-2.7072;-2.4086;-9.5096;-0.0538;0.0777;5.3966;1.3285;-1.0876;0.305;-0.9757;0.001;3.13;40.12;-6.74;44.99;75.78;91.28;0.0;999.45;54.916;35.772766;-78.67771;263.55;340.2510969738746;;;69.37097;;0 / 19;197506;2018-03-09 12:06:58:198
